Node,x,y,z_altitude,vx,vy,vz,battery_list
N1,163.95582520247422,470.65364079639784,6.13916542416243,-4.0348492005195125,-3.7119134001558587,-1.6703589601335622,41.55708990335588
N2,26.45573639922627,478.1326518634524,30.200011916494407,-4.337954660414747,-0.3967284561432809,1.7853862347741405,32.47025637105441
N3,8.088771777956305,111.77491361046354,46.33174465216969,-4.490548848302442,0.1182728510859441,2.077737280017221,54.33808863212168
N4,290.0704652767519,373.2750979452859,44.445855715288864,4.27879746058151,-2.004271862120268,-2.223490965053907,68.5442535232651
N5,84.59901889118055,391.9554439955348,43.89422013574442,-0.4730605189007768,-1.571520200647373,-2.4440499268223803,41.64240639473417
N6,374.72680924901977,89.70145293224057,33.13473242185429,0.33602902211462116,-1.4404001714113557,-2.393814062431838,81.7568494446164
N7,387.5690613741938,392.09925792822764,44.35485514436532,4.643989289294172,2.3295886072559204,-1.8475545830517437,73.57401873195815
N8,291.11489123845126,279.3695702225046,17.867557815680225,3.00359855142392,-2.5199698252043,0.6669091924371333,58.80867445600821
N9,15.695732627540481,398.31055418338815,0.7157245608254648,1.0244229322860505,0.6895557733392259,2.4831717902640236,61.173447144202946
N10,200.3924201981353,67.45919096138225,46.5598841623821,4.521659479194803,3.7078891586297598,-1.1071546954574696,85.73327441415367
N11,152.26409388589263,79.17661149021471,47.5923812960615,0.4906733650841977,1.7664808478199303,2.247716912280681,50.07463844116337
N12,303.3442916206485,13.216897699117713,6.094769345011642,2.3186526432524825,1.9309462902821455,0.37242997987374604,33.61761199944615
N13,202.5020823414722,171.40153751710918,26.41654071552563,-0.3946987718679127,-1.796406497517673,-2.0139571896042323,93.91005439619668
N14,350.5690285084356,405.18915482011454,27.967121683056213,1.9414165663149934,4.648415302306967,-0.726939368847674,64.37386594862693
N15,471.82121965947397,489.35808851299527,15.434229574046043,2.97890165640921,1.4424105350263385,-1.6939894261563238,43.99425031795245
N16,329.3001368065792,44.91039220163984,44.25656292828057,2.9010208349332123,4.5279522102683725,1.2926357196977194,91.61647195864687
N17,35.166674609177385,403.4063330780314,29.48054490754839,-2.610834489626077,-4.600289876318407,-0.9459365667278758,92.07004391997356
N18,165.0421155311137,191.80807116350812,20.090276792582067,-3.7874642389374324,3.771127619974683,-1.9725290017805652,94.43997557239544
N19,384.2866570514545,217.92699230691497,28.71427915002,-0.16706031233891228,4.762691637008842,1.2206031620921651,50.596182266979824
N20,29.8693313943324,259.370756653832,21.5088180495416,-0.998171825474401,2.6613769657090174,-2.346807519745791,91.16223552552165
N21,331.7110827742694,323.5988084550839,32.83475294505567,3.6919392543017935,4.329630787584286,0.1661719942889075,92.59345706612643
N22,296.41120254745135,33.81642100231746,24.645087499843232,3.0356443544893015,3.4430278680999766,1.692168150281332,80.38879610194657
N23,92.73733327866057,431.32743795397255,19.723144175549294,3.03553351067052,0.6489642464993208,-0.409049700629013,55.910555337241746
N24,128.6741946172315,326.94356875921954,43.700996629755956,-1.1306245070281875,4.195059067734988,-1.3716261499117026,98.45655541859487
N25,486.44703535493875,335.5642179512029,29.23204348759121,4.818004688151962,-1.8833082286490646,-0.7554857848939389,46.838554778311135
