Node,x,y,z_altitude,vx,vy,vz,battery_list
N1,272.38525560591336,335.17791080644025,25.290685368603654,-3.3403047692672527,-0.3957287271143626,-1.7995806412031352,50.25721389505273
N2,332.1266470454276,397.67571062292717,7.04493676532652,-2.8419796417457146,-2.2249922631294696,-2.44435068836631,30.55617613168556
N3,205.4091481674826,281.8333024224125,42.267575383807554,1.1582241828135231,3.829849445255988,-1.4717780615614673,51.15853219263818
N4,495.29397758243846,149.1623160465169,34.58714071230174,-1.2290988068692132,0.6379395394095138,-1.376641424815634,36.84008901737836
N5,496.2999838978024,147.22225022492657,8.15428504379317,-3.9304150073746467,1.4609505204476623,-2.2303712657304233,64.33882669679772
N6,47.770270349061285,2.3553413368622156,31.090565527973457,-4.83620128217175,2.3100611489628244,-0.0751303169266313,89.92526079986024
N7,370.14273824505125,143.3622625382482,32.70358190955503,-1.6361455927802124,1.2311130517506497,-0.15972211504807943,62.09170747024862
N8,253.06153958527312,249.4123705757611,27.97121480044788,0.6201909425513925,-0.6249812788529239,1.237144831579351,37.310501756179
N9,179.02990779221506,48.5663273956346,21.728677821536113,3.4738479460892417,-3.867630162869288,0.9302615744914706,73.22430018766616
N10,16.9550508262884,162.56000588330733,23.827102274457218,-0.9234354630161672,1.4632826269988444,-0.15741088065095354,94.63232917532525
